text,date
Flowy embroidered kurta is a go-go this season!,31/03/2017
This striking botanic design chair is ideal for a patio setting and living area.,30/03/2017
Stun in this two toned flared kurta.,29/03/2017
Here is your CHANCE TO WIN KHAADI GIFT CARDS. Participate in the #BATTLEOFTHEBLOGGERS contest on our Facebook & Insta page at 12 PM tomorrow,25/03/2017
Here is a sneak peak of the Boho styled look by Women's Own!,25/03/2017
See which blogger matches your style the most? Secret Closet with their uber chic look.,25/03/2017
We bring you the #BATTLEOFTHEBLOGGERS contest. Visit our Facebook page on how you can participate for a chance to WIN KHAADI GIFT CARDS!,25/03/2017
"The Manchester Khaadi store is NOW OPEN in Trafford Centre!
Visit us and be the first to avail new stock and much more! #khaadimanchester",25/03/2017
"The wait is finally over, our 2 piece Lawn Collection is NOW available in stores and online!",23/03/2017
This collection focuses on contemporary hand printed textiles reflecting the historical essence of the Sub-continent.,22/03/2017
This range uses running stitch technique to form South Asian inspired patterns and designs.,22/03/2017
"This collection reflects unique historical Swati embroidery into elegant modern styles, reviving Pakistan’s heritage.",21/03/2017
The essence of this range lies in modernity of traditional vibrant Ikat patterns. In stores and online starting March 23! #Khaadilawn17,21/03/2017
Khaadi 2 Piece reinvents unique historical patterns in to elegant modern styles. In stores & online March 23. #Khaadilawn17 #Khaadi2Piece,20/03/2017
Khaadi Khaas brings you these limited edition vintage statement pieces designed by Waqas Ahmed.,16/03/2017
Get your hands on our new Pret collection inspired by Moroccan sensibilities and bright colours.,16/03/2017
"Get your hands on our new range of Khaadi Kurtas, combining Polish and Moroccan embroidery techniques through eclectic patterns.",15/03/2017
This bold & vibrant collection is inspired by Moroccan patterns & embroideries beautifully fabricated into a wide range of printed kurtas.,15/03/2017
This fancy frill dress looks perfect with pink neon tassel detailing for a fun bright evening look!,12/03/2017
"Update your boy’s wardrobe with warm colours and fun looks from Khaadi. 
.",11/03/2017
Dress her up in this florescent embroidered kurta this weekend.,11/03/2017
"Welcome spring with fresh colours from our new range of kid’s apparel, with a pop of neon detailing and pastel delight for your little ones!",10/03/2017
"Having trouble locating your nearest Khaadi store? 
Locate it here: http://buff.ly/2m9r284",10/03/2017
Khaadi home introduces handcrafted ceramic bowls inspired by deep rooted Turkish culture.,10/03/2017
"These Khaadi Khaas silk bottoms with detailed embellishments are a perfect formal fit. 
.",07/03/2017
Look glamorous in this metallic Khaas outfit!,07/03/2017
"Embroidered ottoman, embellished square cushions and handcrafted carpet is the perfect combination for your home.",06/03/2017
Enjoy your evening with these Botanic inspired ceramic mugs.,05/03/2017
Make a gathering more vibrant in our East Asian inspired designs.,05/03/2017
"Taking inspiration from the rich Turkish sensibilities, Khaadi Home presents its range of ceramic bowls.",04/03/2017
Make your evenings classier in this three piece suit paired with embroidered chiffon dupatta.,04/03/2017
"This 4 piece suit is inspired from a blend of unique design philosophies, aesthetics and styles from all over the world.",03/03/2017
Add a touch of style by exploring lace and floral patterns.,03/03/2017
Add this two piece suit to your list of must haves!,01/03/2017
Dazzle in this black sequin covered Khaadi Khaas ensemble.,01/03/2017
Get your hands on this 2 piece suit with its muted palette of shades coupled with startling bright accents,27/02/2017
Create the perfect warm weather wardrobe in this Khaadi kurta.,27/02/2017
Add a fancy touch to your casual outfit with some lace detailing.,27/02/2017
Make an elegant style statement in this 3 piece suit paired with Chiffon dupatta.,26/02/2017
